,roles,companies,locations,experience,salary,Dates,PresentDate,skills
742,Officer -Production,Exemed,Vadodara,2-4 Yrs,2.25-3.5 Lacs PA,5 Days Ago,2024-11-24,Change ControlGmp ComplianceAPI ManufacturingBatch ManufacturingCapaUSFDASOPBmr
743,"Manager, MarTech",Novartis,Hyderabad,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CodingSocial mediaPharmaConsultingCloudSMSHTMLAdobe
744,Manager,Meril,Vapi,3-7 Yrs,Not disclosed,24 Days Ago,2024-11-24,odimisdocumentationforexfccomplianceManagement
745,Regulatory Affairs Manager; Labeling,Novartis,Hyderabad,8-13 Yrs,Not disclosed,25 Days Ago,2024-11-24,Project developmentOperational excellenceProject managementQuality systemsRegulatory complianceRegulatory affairsQuality documentationOperations
746,General Medicine - Assistant Professor,Medical College In,"Bareilly, Mathura, Shahjahanpur",0-5 Yrs,22.5-35 Lacs PA,3 Days Ago,2024-11-24,General MedicineGeneralMedicineAssistance
747,Anatomy - Assistant Professor,Medical College In,"Bareilly, Mathura, Shahjahanpur",0-5 Yrs,18-25 Lacs PA,3 Days Ago,2024-11-24,AnatomyAssistance
748,Pathologist,Ang Placement And Staffing Solutions,Bhilwara,0-5 Yrs,18-25 Lacs PA,8 Days Ago,2024-11-24,PathologyOPDNeuropathologyAnemiaHematopathologyCytopathologyAnatomyClinical Pathology
749,Senior NOC Analyst,Alcon Laboratories,Bengaluru,2-6 Yrs,Not disclosed,24 Days Ago,2024-11-24,Service managementChange managementWANLANIncident managementITILciscoService quality
750,"Jobs For Dentist, Bhms, Bams, Bnys, Bsms, BUMS,BDS Graduates",Achievers Spot,"Tirunelveli, Chennai, Thoothukkudi/Tuticorin",0-3 Yrs,3.25-4.5 Lacs PA,2 Days Ago,2024-11-24,bhmsbnysbamsdentistbdsphysiotherapymedical coding internmedical coding trainee
751,Consultant Phaco Surgeon - Bangalore,Migrate Medico,Bengaluru,1-5 Yrs,18-25 Lacs PA,23 Days Ago,2024-11-24,OpthalmologyFellowship in Phaco surgeriesOptahlmologist job in kottayamConsultant Phaco SurgeonMsDNBopthalmologistOpthalmologist job in kerala
752,Technician - Laboratory Medicine,Apollo Hospitals,Nellore,1-5 Yrs,Not disclosed,24 Days Ago,2024-11-24,molecular biologycytologypathologylab testingsoftware testingblood bankclinical chemistrymicrobiology
753,Talent Acquisition Specialist,Care Hospitals Group,Hyderabad(Banjara hills),5-10 Yrs,Not disclosed,5 Days Ago,2024-11-24,Non IT RecruitmentSourcing ProfilesHealthcare DomainrecruitmentDNSIT recruitmentAcquisitionSourcing
754,"Pediatrician, Medicine, Surgeon, Orthopedic, Gynecology & Pharmacology",OM Healthcare Recruitment Consultancy,"Dehradun, Muzaffarpur, Meerut",0-5 Yrs,Not disclosed,3 Days Ago,2024-11-24,MDPediatricsMBBSEmergency MedicineMicrobiologyGynecologyCommunity medicinePharmacology
755,Sr. Specialist (SAP Business Process Automation),Novartis,Hyderabad,4-7 Yrs,Not disclosed,25 Days Ago,2024-11-24,ProcurementBusiness processProcess automationAutomationSAPAgileSDKCustomer service
756,Senior Staff Engineer,Sgtc India,Bengaluru,5-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,C++Communication protocolsCodingProject managementAnalyticalProduct designApplication developmentWindows
757,Sales Executive,Pathkind Labs,Jhansi,0-2 Yrs,3-4.5 Lacs PA,13 Days Ago,2024-11-24,DiagnosticsMarketing CommunicationSales executive activitiesSalesMarketingCommunication skills
758,Sales Executive,Pathkind Labs,"Varanasi, Kanpur, Lucknow",0-2 Yrs,3-4.5 Lacs PA,13 Days Ago,2024-11-24,DiagnosticsMarketing CommunicationSales executive activitiesSalesMarketingCommunication skills
759,Financial Analyst - SoD Ops,Novartis,Hyderabad,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Process automationremediationAgileCustomer serviceContinuous improvementStakeholder managementmicrosoftSAP GRC
760,Critical Care Nurse_Homecare/ Female,Apollo HomeCare,Remote,2-6 Yrs,2-4.5 Lacs PA,2 Days Ago,2024-11-24,Critical CareNICUICUCcu
761,Senior Officer,Glenmark Pharmaceuticals,Baddi,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ComplianceSection Inchargedata integrityManager Quality ControlTestingSoftware testingManagementQuality control management
762,Snr Specialist(Power BI & Embedded Analytics - Web applications),Novartis,Hyderabad,7-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Performance tuningData modelingCodingWeb developmentJavascriptTroubleshootingAnalyticsSQL
763,Billing Manager,Sahrudaya Health Care,Nellore,10-15 Yrs,Not disclosed,6 Days Ago,2024-11-24,corporate billingBillingarogyasriinsurance billingClaimsTPAIP billingIP
764,Formulation And Development Manager,Molkem Chemicals,Ahmedabad,7-12 Yrs,Not disclosed,6 Days Ago,2024-11-24,Solid OralsTabletsProblem SolvingFormulationFDAGFOSDocumentationRegulatory
765,Drawing & Documentation-Executive,Novartis,Hyderabad,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Engineering services3DAutoCADPlant engineeringProject managementBimMEPHealthcare
766,Community Medicine - Assistant Professor,Medical College In,"Bareilly, Mathura, Shahjahanpur",0-5 Yrs,18-19 Lacs PA,3 Days Ago,2024-11-24,Community MedicineAssistanceMedicine
767,Forensic Medicine - Assistant Professor,Medical College In,"Bareilly, Mathura, Shahjahanpur",0-5 Yrs,25-30 Lacs PA,3 Days Ago,2024-11-24,Forensic MedicineForensicMedicineAssistance
768,Pharmacology - Assistant Professor,Medical College In,"Bareilly, Mathura, Shahjahanpur",0-5 Yrs,18-22.5 Lacs PA,3 Days Ago,2024-11-24,PharmacologyAssistance
769,General Surgery - Senior Resident & Assistant Professor,Medical College In,"Bareilly, Mathura, Shahjahanpur",0-5 Yrs,18-25 Lacs PA,3 Days Ago,2024-11-24,General SurgeryAssistanceSeniorSurgeryGeneral
770,Orthopedic - Senior Resident & Assistant Professor,Medical College In,"Bareilly, Shahjahanpur",0-5 Yrs,18-22.5 Lacs PA,3 Days Ago,2024-11-24,OrthopedicsAssistanceSeniorOrthopedic
771,Opthalmology - Senior Resident & Assistant Professor,Medical College In,"Bareilly, Mathura",0-5 Yrs,16-25 Lacs PA,3 Days Ago,2024-11-24,OphthalmologySeniorAssistance
772,Pediatrics - Senior Resident & Assistant Professor,Medical College,"Bareilly, Mathura, Shahjahanpur",0-5 Yrs,18-25 Lacs PA,3 Days Ago,2024-11-24,PediatricsSeniorAssistance
773,General Medicine - Senior Resident & Assistant Professor,Medical College,"Bareilly, Mathura",0-5 Yrs,22.5-30 Lacs PA,3 Days Ago,2024-11-24,General MedicineMedicineAssistanceSeniorGeneral
774,Business Development Executive,Megsan Labs,Hyderabad,2-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Client meetingSalesPharmacyCompetitor analysisBusiness Development ExecutiveAnalysisBusiness developmentDevelopment
775,Sr. Specialist MDM,Novartis,Hyderabad,3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Solution architecturedata cleansingCore JavaData migrationArchitectureData modelingMaster data managementdata governance
776,Senior DevSecOps Engineer,Alcon Laboratories,Bengaluru,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Core JavaAutomationManager Quality AssuranceLinuxConfiguration managementShell scriptingJavascriptTroubleshooting
777,Executive - Store,Orbit Pharma,Ahmedabad,2-4 Yrs,Not disclosed,26 Days Ago,2024-11-24,Bmr ReviewBpr Reviewquarantine labelVendor QualificationBprStoresBmrReview
778,Area Sales Manager,Triage Meditech,"Hybrid - Udaipur, Jaipur, Jodhpur",5-7 Yrs,Not disclosed,3 Days Ago,2024-11-24,Medical DevicesPharmaceutical SalesMedical EquipmentBusiness DevelopmentHospital SalesPharma SellingMedical Equipment Salesbusiness
779,Associate Submission Manager,Novartis,Hyderabad,2-5 Yrs,Not disclosed,26 Days Ago,2024-11-24,Associate Submission Manager
780,Validation Analyst,Gland Pharma,Visakhapatnam,3-5 Yrs,Not disclosed,26 Days Ago,2024-11-24,Method ValidationMethod DevelopmentMethodsData validationDevelopment
781,Urgent requirement For Technology Transfer Executive,Gland Pharma,Visakhapatnam,3-5 Yrs,Not disclosed,26 Days Ago,2024-11-24,Preparation of project plan and time line of the project.Understand the scope of the projectScope managementProject planningTimeLineTransferProject
782,Officer - Warehouse,Glenmark Pharmaceuticals,Nashik,4-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ChemistryPharmaPackagingPharmaceuticalWarehouse
783,ASB Machine Operator,Amanta Healthcare,Kheda,2-5 Yrs,Not disclosed,6 Days Ago,2024-11-24,ASBPlastic Injection MoldingCipetMachine OperatingInjection Moulding MachineBlow MouldingMachinePlastic
784,Staff Nurse NICU,Yashoda Super Speciality Hospital,"Noida, Ghaziabad, Faridabad",1-6 Yrs,Not disclosed,1 Day Ago,2024-11-24,Excellent written and verbal communication skillsThe ability to offer comfort to ill newborns.The ability to work in a team.WritingTeamNICUCommunication skillsILL
785,Finance Professional,Pure Natural Products,Faridabad,2-7 Yrs,Not disclosed,25 Days Ago,2024-11-24,Payroll processingTallyTDSDepreciationBank reconciliationFixed assetsFinanceBook Keeping
786,Research Associate - MS&T (Technology Transfer) - OSD,Alembic Pharmaceuticals,Vadodara,1-6 Yrs,Not disclosed,18 Days Ago,2024-11-24,Tech TransferTechnology TransferScale UpOSDPilot PlantTechnologyScaleTransfer
787,ITCI Program/Project Management,Alcon Laboratories,Bengaluru,1-3 Yrs,Not disclosed,27 Days Ago,2024-11-24,Project managementAgileScrumMS OfficeJIRAContinuous improvementReporting toolsRecruitment
788,Snr Specialist (Power BI),Novartis,Hyderabad,4-7 Yrs,Not disclosed,26 Days Ago,2024-11-24,AutomationData analysisdata securityInformation securityPharmaAgileOLAPpower bi
789,H2R Services Specialist,Novartis,Hyderabad,5-7 Yrs,Not disclosed,26 Days Ago,2024-11-24,AdministrationData analysisExcelHR operationsAccess managementUser administrationHRRepresentative
790,"Jobs For 17-24 Passout Pharmacy,Physiotherapy,Nursing,BPT,Biotech Grad",Achievers Spot,"Chennai, Tiruchirapalli/Trichy, Erode",0-3 Yrs,3.25-4.5 Lacs PA,1 Day Ago,2024-11-24,B.PharmNursingStaff nursePhysiotherapistM.PharmBiotechnologyMicrobiologyPhysiotherapy
791,Wanted 15-24 passout Medical Lab technology/Medical Record Science/MLT,Achievers Spot,"Madurai, Chennai, Coimbatore",0-3 Yrs,3.25-4.5 Lacs PA,5 Days Ago,2024-11-24,Medical Record Sciencemltmedical lab technologybsc mltMedical Coder TraineePhysiotherapyoperation theatre technicianott
792,Change Manager,NNE,Bengaluru,3-5 Yrs,Not disclosed,26 Days Ago,2024-11-24,Business administrationInterpersonal skillsBusiness process improvementProject managementPharmaITSMAgileRisk management
793,Senior Principal Biostatistician,Novartis,Hyderabad,7-12 Yrs,Not disclosed,25 Days Ago,2024-11-24,Data managementDiagnosticsNetworkingProject managementConsultingProtocol developmentClinical trialsPharmacokinetics
794,Health Intelligence Expert,Novartis,Hyderabad,3-5 Yrs,Not disclosed,25 Days Ago,2024-11-24,Data analysisData managementInformation securityManager TechnologyAgileData miningStatisticsMonitoring
795,Diploma Cardiology Doctor Recruitment in Bangalore & Karnataka,Mr. Employer,"Kolar, Mangaluru, Tumkur, Mysuru, Koppal, Shimoga",1-6 Yrs,Not disclosed,26 Days Ago,2024-11-24,Diploma CardiologistEchoCardiacTMTCardiologyRecruitment
796,Senior Embedded Software Engineer,Sgtc India,Gurugram,5-7 Yrs,Not disclosed,25 Days Ago,2024-11-24,C++Medical devicesComplianceNetworkingProject managementProduct designFirmwareSPI
797,Data Analyst (Contractual Role),Healthcare & Lifescience Firm,Hybrid - Gurugram,1-3 Yrs,Not disclosed,19 Days Ago,2024-11-24,ExcelData Analysispower biPowerpointContractsBiAnalysisData
798,Chartered Accountant,Lambda Therapeutic Research,Ahmedabad(Gota),0-5 Yrs,7-13 Lacs PA,12 Days Ago,2024-11-24,ReceivableGSTR1Acconnt PayableTDSDirect TaxDirectTaxationPayables
799,Manager Quality Assurance (Solid Oral),Acme Generics,Nalagarh,10-14 Yrs,15-16 Lacs PA,4 Days Ago,2024-11-24,Quality ManagementQuality assuranceManagementAssuranceQualitySolidSolid orals
800,Associate Manager - Quality Operations,Novartis,Hyderabad,4-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OPEXComplianceManagement systemsAnalyticalPharmaManager Quality ControlGMPEnvironmental monitoring
801,Facility Management Executive,Sankara Eye Hospital,Guntur(Pedakakani),3-5 Yrs,Not disclosed,27 Days Ago,2024-11-24,Facility ManagementFacility MaintenanceElectrical MaintenanceElectrical InstallationElectrical WorksInstallationFacilitiesElectricals
802,Medical Superintendent,Paras Healthcare Limited,Patna,12-20 Yrs,1.5-2.5 Lacs PA,26 Days Ago,2024-11-24,Medical AdministratorMedical HeadClinical AdministrationMedical ServicesMedical SuperintendentMedical directorHead Medical ServicesMedical Operations
803,Executive /Sr.Executive,Curis Healthtech,Vadodara,1-6 Yrs,3-5 Lacs PA,27 Days Ago,2024-11-24,TallyAccountingGstTaxationFinancial ManagementTally ERPGeneral AccountingBank Reconciliation
804,Senior Technician - Engineering Services,Apollo Hospitals,Nellore,1-5 Yrs,Not disclosed,27 Days Ago,2024-11-24,repairnctvtproject managementquality controlmechanical engineeringmathematicsproductionmechanical
805,Manager - Field Effectiveness,Novartis,Hyderabad,9-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Digital mediaPharmaBusiness analyticsAnalyticalProject managementResource allocationDesign developmentManager Quality Control
806,RA CMC Senior Manager,Novartis,Hyderabad,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Operations managementPublishingProject documentationProject managementRisk assessmentRegulatory complianceCMCAuthor
807,Pathology- Assistant Professor,"Medical College In Shahjahanpur, Uttar Pradesh",Shahjahanpur,1-6 Yrs,18-20 Lacs PA,3 Days Ago,2024-11-24,PathologyMDMBBSAssistant ProfessorMDTAssistance
808,Forensic Medicine- Senior Resident & Assistant Professor,"Medical College In Bareilly / Shahjahanpur, Uttar Pradesh","Bareilly, Shahjahanpur",1-6 Yrs,27.5-32.5 Lacs PA,3 Days Ago,2024-11-24,Forensic MedicineMDMBBSAssistant ProfessorAssistanceSeniorForensicMedicine
809,Gastroenterologist,Ang Placement And Staffing Solutions,"Indore, Sagar, Jamshedpur",0-5 Yrs,40-75 Lacs PA,11 Days Ago,2024-11-24,GastrostomylivergastroenterologyGastrointestinalPancreasCapsule Endoscopygastrogastro enterologist
810,fresher MD Medicine Min 0-5 Exp Hospital Location- jamnagar &junagadh,http://www.vhrservices.org,"Jamnagar, Junagadh",0-5 Yrs,25-40 Lacs PA,4 Days Ago,2024-11-24,Critical Care MedicineInternal MedicineGeneral MedicineMd MedicinePhysician ActivitiesOPDEmergency MedicineDoctor Activities
811,Critical Care,Ang Placement And Staffing Solutions,"Mehsana, Bhuj, Jamnagar",0-5 Yrs,30-45 Lacs PA,11 Days Ago,2024-11-24,Critical CareSedation and Analgesia ManagementEmergency ResuscitationEndotracheal IntubationDialysisVentilator ManagementArterial Line InsertionChest Tube Insertion
812,Respiratory Medicine - Senior Resident & Assistant Professor,"Medical College In Bareilly & Mathura, Uttar Pradesh","Bareilly, Mathura",0-5 Yrs,18-30 Lacs PA,3 Days Ago,2024-11-24,mbbsRespiratory MedicinePulmonologySenior ResidentMDDNBAssistant ProfessorAssistance
813,"Jobs For 15-24 passout Bioinformatics,Biochemistry,Microbiology,Botany",Achievers Spot,"Sivakasi, Chennai, Cuddalore",0-4 Yrs,3.25-4.5 Lacs PA,2 Days Ago,2024-11-24,BiotechnologyMicrobiologyBiochemistryMtech BioinformaticsMedical CodingZoologyBiologyMedical Coder
814,Senior Manager ERP Assurance,Novartis,Hyderabad,6-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business processComputer scienceERPAssuranceAutomationSAPFinancial reportingExternal audit
815,Senior Staff Engineer,Sgtc India,Bengaluru,8-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,WirelessBluetoothLinuxRFEmbedded LinuxAgileHealthcareFirmware
816,"Senior Staff Engineer, Release Engineering",Sgtc India,Bengaluru,8-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceProduct qualityAutomationSurgicalAnalyticalHealthcareWorkflowContinuous improvement
817,API Production Chemist,Apeejay Stya Group,Kolkata,1-3 Yrs,Not disclosed,10 Days Ago,2024-11-24,Api ProductionCentrifugeReactorsAPI ManufacturingProductionManufacturingAPI
818,Pharmacist,Medkart Pharmacy,"Ahmedabad(Vejalpur +1), Jaipur, Vadodara",0-5 Yrs,1-3 Lacs PA,6 Days Ago,2024-11-24,Selling SkillsCustomer Service SkillsUnderstanding our moleculesPharmacy retail standard parametersStore upkeep knowledgeBasic Computer SkillsComputer skillsElectronics
819,Eeg Technician,Pushpanjali Hospital,Agra,0-5 Yrs,"50,000-60,000 PA",6 Days Ago,2024-11-24,EEG
820,Executive Manufacturing Excellence - A Mid sized Pharma Company,A Client of R. M. Shah Management Consultant,Vadodara,4-8 Yrs,6-10 Lacs PA,5 Days Ago,2024-11-24,TQMTotal Quality ManagementSix SigmaManufacturing ExcellenceKaizenTotal Productive MaintenanceTPSBusiness Excellence
821,Quality Control Officer,Ipca,Wardha,2-7 Yrs,Not disclosed,16 Days Ago,2024-11-24,Analysis SkillsGdpLIMSEDMSGLP21 CfrGMPCalibration
822,Accountant,Sri Raghavendra Surgicals,Mysuru,2-4 Yrs,Not disclosed,29 Days Ago,2024-11-24,AccountingInternal ControlsTDSFinancial ReportingTCSIncome Tax ReturnsTax ComplianceGST
823,Manager - Finance,Apollo Hospitals,Chennai,10-20 Yrs,Not disclosed,29 Days Ago,2024-11-24,financial analysisaccounts receivableaccounts payablemis reportingauditingvariance analysisaccountinginternal audit
824,Executive/Sr. Executive: Regulatory Affairs (UK/EU),Novumgen,Vadodara,2-4 Yrs,Not disclosed,5 Days Ago,2024-11-24,EURegulatory AffairsDossierLife Cycle ManagementUkRegulatoryENTManagement
825,Tele calling Executive,Life Care Solutions,Bengaluru,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CVSRecruitment ExecutiveTelecalling ExecutiveSalesRecruitmentTelecallingCalling
826,Assistant Manager - Finance & Accounts,Paras Healthcare Limited,Panchkula,6-8 Yrs,Not disclosed,29 Days Ago,2024-11-24,AccountsFinanceMISFinance And AccountsManagementAssistanceAccounting
827,Accounts Executive - Import & Export,Meyer Organics,Thane,5-10 Yrs,Not disclosed,29 Days Ago,2024-11-24,Export DocumentationCustoms DocumentationAccountingaccountsImport DocumentationImportLedger ScrutinyBank Reconciliation
828,Required Orthopaedician For Punjab & Himachal Pradesh,Well Established Multi Specialty Hospital in various Cities & Towns of Punjab & Himachal Pradesh.,"Himachal Pradesh All, Punjab All",0-5 Yrs,Not disclosed,7 Days Ago,2024-11-24,orthopaedicianorthopaedicsms orthopedicsorthopedicsms orthopaedicsdorthodnb orthopaedicsorthopedician
829,Wanted Consultant Pediatrics For Punjab & Himachal Pradesh,Security & Personnel Services,"Himachal Pradesh All, Punjab All",0-5 Yrs,Not disclosed,7 Days Ago,2024-11-24,paediatricianpediatricsmd pediatricspaediatrismd paediatricsconsultant pediatricsconsultant pediatriciandnb paediatrics
830,"Wanted MLT,Operation Theatre Tech,Dialysis Tech Graduates",Achievers Spot,"Madurai, Chennai, Coimbatore",0-3 Yrs,3.25-4.5 Lacs PA,3 Days Ago,2024-11-24,medical coding executivemedical codingmltmedical lab technologyMedical Coder TraineeMedical Coding Jobsoperation theatre technicianott
831,Product Manager,Venus Remedies (VRL),Panchkula,3-8 Yrs,7-12 Lacs PA,29 Days Ago,2024-11-24,Product StrategyProduct ManagementProduct RoadmapProduct MarketingDigital MarketingDigitalMarketingManagement
832,"Medical Coding Job(fresher Ug/pg) Pharm,lifescience,Be(biotech&biomed)",Achievers Spot,"Madurai, Chennai, Coimbatore",0-3 Yrs,3.25-4.5 Lacs PA,1 Day Ago,2024-11-24,Medical Coding JobsLife Sciencesmedical codingPharmamedical coderMedical Coder Traineemedical coding executiveMedical Coding Specialist
833,B2B Business Head - Generic Pharma Company,Zota Health Care,Surat,10-18 Yrs,18-25 Lacs PA,5 Days Ago,2024-11-24,Franchise SalesNew Business DevelopmentFranchisee DevelopmentBusiness Tie UpsBusiness ExpansionNew Client AcquisitionFranchisee ManagementCorporate Alliances
834,Senior Staff Engineer,Sgtc India,Bengaluru,3-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TCPLinuxCodingXMLAgileWorkflowSCMTroubleshooting
835,Senior Data Scientist,GSK India,Bengaluru,5-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementClaimsdata sciencePharmaPathwayHealthcareOncologyAnalytics
