,roles,companies,locations,experience,salary,Dates,PresentDate,skills
1782,Consultant/ Jr.consultant - Critical Care Area,Ruby Hall Clinic (RHC),Pune,0-5 Yrs,Not disclosed,11 Days Ago,2024-11-24,MDCritical CareICUintensivistNTUMedicineMbbsCCU
1783,Urgent opening For Draftsman@ Pharma company Pune,One of pharma company,Pune,2-6 Yrs,3.5-6 Lacs PA,15 Days Ago,2024-11-24,Draftsman ActivitiesAutoCADPharmaceuticalOil And GasWorking DrawingsGasCompanyOil
1784,Senior Registrar / Associate Consultant - Pathology,Ruby Hall Clinic (RHC),Pune,0-4 Yrs,Not disclosed,11 Days Ago,2024-11-24,MBBSPathologyMDDNBMDTSeniorConsulting
1785,Business development executive and manager,Vipsa Talent Solutions,Pune,1-6 Yrs,Not disclosed,1 Day Ago,2024-11-24,Business DevelopmentRevenue Cycle ManagementSales Supportend to end RCMClient RelationshipRCMManagementClient
1786,QA Officer,Sterling Healthcare,Pune,3-5 Yrs,3-4.5 Lacs PA,6 Days Ago,2024-11-24,Stability ManagementProcess ValidationControl SampleAPQRManagementProcessData validationQuality assurance
1787,Graphic Designer,Sehatpro Technologies,Pune(Chakan),1-3 Yrs,3.6-4.2 Lacs PA,1 Day Ago,2024-11-24,Video EditingPostersGraphic DesigningLogo DesignBrochure DesignEnglishMarathiHindi
1788,Zonal Head Sales,Talent Corner Hr Services,Pune,7-12 Yrs,4-9 Lacs PA,1 Day Ago,2024-11-24,Sales And MarketingPharma SellingArea SalesPharmaceutical ProductionPharma MarketingPharmaceutical SalesSalesProduction
1789,Receptionist And Telephone Operator,Laconic Dental Studio,Pune(Pimple Saudagar),1-2 Yrs,1.44-1.68 Lacs PA,2 Days Ago,2024-11-24,Communication SkillsFluent EnglishFront DeskReceptionist ActivitiesReceptionEnglishFront Office OperationsMarathi
1790,Pcpndt Executive/ Sonography Assistant,Skill Managemnet Services,Pune(Baner),2-5 Yrs,2.5-3 Lacs PA,2 Days Ago,2024-11-24,PCPNDTSonographySONOGRAPHY ASSISTANTAssistance
1791,"Senior Manager, APAC Wound Closure & Biosurgery Supply Chain",Cilag,Pune,7-11 Yrs,Not disclosed,2 Days Ago,2024-11-24,Order managementSupply chainERPTeam managementProcess improvementHealthcareCustomer serviceForecasting
1792,Executive,Reliance Health Care,Pune,2-6 Yrs,Not disclosed,2 Days Ago,2024-11-24,risk complianceSenior ExecutiveLife sciencesCompliance ExecutiveScienceComplianceRiskSenior
1793,Executive,Reliance Life Sciences,Pune,2-6 Yrs,Not disclosed,2 Days Ago,2024-11-24,risk complianceSenior ExecutiveLife sciencesCompliance ExecutiveSeniorComplianceRiskScience
1794,First line field manager (Area Sales Manager ),Tablets India Ltd.,Pune,5-10 Yrs,Not disclosed,2 Days Ago,2024-11-24,project managementarea sales managementteam managementteam handlingequipmentbusiness developmenttrackingsales
1795,Area Sales Manager- Biopharma,VWR Lab Product,Pune,5-8 Yrs,Not disclosed,2 Days Ago,2024-11-24,Territory growthDSOMedical devicesPharmaArea salesMarket intelligenceBusiness strategyGMP
1796,Lead Engineer - Software Engineering,Amerisource Bergen,Pune,4-7 Yrs,Not disclosed,2 Days Ago,2024-11-24,MS SQLDb2CodingDatabase designMySQLJavascriptHTMLPerl
1797,UX Designer,Relatient,Pune,2-4 Yrs,Not disclosed,3 Days Ago,2024-11-24,Front endJavascriptTool designHealthcareHTMLSchedulingMobile applicationsAdobe
1798,Senior Implementation Analyst,Relatient,Pune,5-8 Yrs,Not disclosed,3 Days Ago,2024-11-24,AutomationDiagnosticsAnalyticalImplementation AnalystConsultingHealthcareSchedulingTroubleshooting
1799,HR- PMS Specialist,La Densitae Clinic,Pune(Baner Pashan Link Road),3-7 Yrs,2-4 Lacs PA,2 Days Ago,2024-11-24,KPIPMSKRAMetricsSuccession PlanningHR Policy FormulationPerformance ManagementPerformance Appraisal
1800,Manager Portfolio Management-intellectual property portfolios,CLIENT OF FIRM,Pune,7-12 Yrs,Not disclosed,2 Days Ago,2024-11-24,Intellectual PropertyPropertyPortfolioManagementPortfolio management
1801,Senior System Architect - Firmware,Johari Digital Healthcare,Pune,12-15 Yrs,Not disclosed,3 Days Ago,2024-11-24,Design DevelopmentFirmware ArchitectRegulatoryMedical DevicesFirmwareDevicesMedicalDesign
1802,Sales Executive,Rasa Life Science Informatics,Hybrid - Pune,1-2 Yrs,2.5-3 Lacs PA,3 Days Ago,2024-11-24,Sales And MarketingCold CallingCrm ToolOnline Lead GenerationEmail MarketingLead GenerationSales SupportSales Lead Generation
1803,Artificial Intelligence Engineer,Spect Lab,Pune(Bavdhan),5-8 Yrs,5-9 Lacs PA,3 Days Ago,2024-11-24,Data EngineeringAi SolutionsArtificial IntelligenceIntelligenceEngineeringData
1804,Opening For Corporate Marketing with Ruby Hall Clinic - Pune,Ruby Hall Clinic (RHC),Pune,1-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,marketingBusiness DevelopmentcasesconsultantStrategic Marketing PlanningEnquiry GenerationVisitor ManagementBranding
1805,Opening For Marketing - Gynecology - OBGY with Ruby Hall Clinic - Pune,Ruby Hall Clinic (RHC),Pune,1-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,marketingOBGYGynecologycasesStrategic Marketing PlanningradiationEnquiry GenerationBusiness Development
1806,Opening For Marketing - Oncology with Ruby Hall Clinic - Pune,Ruby Hall Clinic (RHC),Pune,1-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,marketingOncologyCancercasesStrategic Marketing PlanningradiationEnquiry GenerationBusiness Development
1807,Area Sales Manager,AN Pharmaceuticals,Pune,6-10 Yrs,Not disclosed,3 Days Ago,2024-11-24,SalesArea Sales ManagementSales Operationsregional salesArea Sales ManagerManagementRegionalSales management
1808,First line field manager (Area Sales Manager ),Tablets India Ltd.,Pune,4-8 Yrs,Not disclosed,3 Days Ago,2024-11-24,First line field manager (Area Sales Manager )SalesManagementArea sales managementSales managementArea salesFieldLine
1809,Lead Engineer - Software Engineering,Amerisource Bergen,Pune,5-9 Yrs,Not disclosed,3 Days Ago,2024-11-24,MS SQLDb2CodingDatabase designMySQLJavascriptHTMLPerl
1810,Specialist - Model Based Systems Engineering (MBSE),ajm softwares,Pune,3-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,PowertrainISOAerospaceHydraulicsControl systemSystem integrationMechanical engineeringDFSS
1811,Lead Engineer - Hardware,ajm softwares,Pune,9-15 Yrs,Not disclosed,4 Days Ago,2024-11-24,EMIProduct managementPrototypeSimulationDigital designHardware designIntellectual propertyEMC
1812,Specialist IT-System Architect (AI),ajm softwares,Pune,3-7 Yrs,Not disclosed,4 Days Ago,2024-11-24,GITNoSQLComplianceAnalyticalMachine learningJavascriptAnalyticsSystem Architect
1813,Program Manager I,ajm softwares,Pune,5-15 Yrs,Not disclosed,4 Days Ago,2024-11-24,PMPPublishingAerospaceNPVProject managementRisk assessmentManager Program Managementmicrosoft
1814,Lactation Consultant,KEM Hospital Pune,Pune,2-7 Yrs,Not disclosed,4 Days Ago,2024-11-24,SurgicalPumpsConsultingBillingNICUManagementHoDCounselling
1815,Lactation Consultant,King Edward Memorial Hospital (KEM Hospital),Pune,2-7 Yrs,Not disclosed,4 Days Ago,2024-11-24,SurgicalPumpsConsultingBillingNICUManagementHoDCounselling
1816,Vice President - Technology Transformation - Pharmacovigilance,Cliniminds,Remote,18-20 Yrs,70-90 Lacs PA,3 Days Ago,2024-11-24,life sciences information technologytechnology transformationTechnology ManagementTechnology Solutionslife sciences technologypharmacovigilanceTechnologyLife sciences
1817,Store Business Manager,ZenoHealth,Pune,3-6 Yrs,Not disclosed,3 Days Ago,2024-11-24,Retail SalesSalesTeam HandlingStore OperationsRetail ManagementRetail OperationsBranch HandlingStores
1818,Assistant Manager - Medical Operations,"MAEER's VishwaRaj Hospital, Pune",Pune(Loni Kalbhor),3-5 Yrs,Not disclosed,3 Days Ago,2024-11-24,Hospital AdministrationMedical OperationsOperations managementAdministrationMedicalManagementHospitalOperations
1819,Temo Driver,D. Haridas And Company A Unit Of Advance Labs Scie,Pune,2-6 Yrs,2-6 Lacs PA,4 Days Ago,2024-11-24,temo driverdrivertemoMarathiDrivingWinKernelDrives
1820,Store And Inventory Asst Manager/Sr Exec,D. Haridas And Company A Unit Of Advance Labs Scie,Pune,2-4 Yrs,Not disclosed,4 Days Ago,2024-11-24,Store OperationsSAP MM ModuleInventory ControlfifoInventory ManagementProduction PlanningQuality ManagementLogistics Operations
1821,Tender Executive,D. Haridas And Company A Unit Of Advance Labs Scie,Pune,2-4 Yrs,Not disclosed,4 Days Ago,2024-11-24,TenderingTender AnalysisTender EstimationBiddingGem PortalOnline BiddingE-tenderingTender Documentation
1822,Manager- Data Science,ajm softwares,Pune,2-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,Team managementProject managementAnalyticalArtificial IntelligenceMachine learningAgileRisk managementMATLAB
1823,Data Engineer,ajm softwares,Pune,3-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,Data analysismetadataVersion controlData modelingRDBMSProject managementData qualitymicrosoft
1824,First line field manager (Area Sales Manager ),Tablets India Ltd.,Pune,5-16 Yrs,Not disclosed,4 Days Ago,2024-11-24,SupervisorSales RepresentativeArea salesOperationsSupervisionSalesFieldArea sales management
1825,System Architect - Data Science and AI,ajm softwares,Pune,10-12 Yrs,Not disclosed,4 Days Ago,2024-11-24,Computer scienceSolution architecturedata scienceTDDCloudAgileManager TechnologyDistribution system
1826,Finance Manager - Quality CoE,ajm softwares,Pune,12-14 Yrs,Not disclosed,4 Days Ago,2024-11-24,Finance ManagerManager Internal AuditFinancial statementsUS GAAPFinancial reportingGAAPMS OfficeBalance Sheet
1827,Power Electronics Specialist (Hardware),ajm softwares,Pune,12-14 Yrs,Not disclosed,4 Days Ago,2024-11-24,SimulationFPGAAnalogCircuit designingCADAnsysPackagingPower electronics
1828,NPI Sourcing Manager,ajm softwares,Pune,12-14 Yrs,Not disclosed,4 Days Ago,2024-11-24,commodity managementAnalytical skillsProject managementRisk assessmentMarket intelligenceStrategic sourcingGlobal procurementSCM
1829,Deputy Manager- Service Operations,ajm softwares,Pune,10-12 Yrs,Not disclosed,4 Days Ago,2024-11-24,Service deliveryAccessoriesInterpersonal skillsDeputy Manager ServiceUPSCustomer serviceMonitoringPreventive maintenance
1830,Team Lead SCM Risk & Compliance,ajm softwares,Pune,10-12 Yrs,Not disclosed,4 Days Ago,2024-11-24,Supply chainEnterprise risk managementCrisis managementData analysisOperations researchERPPMPBusiness intelligence
1831,Senior Analyst - Supplier Development,ajm softwares,Pune,5-10 Yrs,Not disclosed,4 Days Ago,2024-11-24,PrintingProduct qualityManager Quality AssuranceFormulationQuality auditProduct designPPAPManager Quality Control
1832,DevOps Architect,ajm softwares,Pune,5-12 Yrs,Not disclosed,4 Days Ago,2024-11-24,Business processgithubArchitecturePAASdevopsOWASPDesign developmentApplication development
1833,Lead Engineer- Firmware,ajm softwares,Pune,9-12 Yrs,Not disclosed,4 Days Ago,2024-11-24,Product managementRTOSEmbedded CC++Software designNetworkingCodingFirmware
1834,Global Change Management & Communication Leader,ajm softwares,Pune,2-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,Management accountingChange managementSAPOracle CRMAccountingAnalyticalCustomer serviceInformation technology
1835,Sr. Data Analyst,ajm softwares,Pune,6-9 Yrs,Not disclosed,4 Days Ago,2024-11-24,AutomationSAPManager Quality AssuranceCodingProject managementOracleSCMTroubleshooting
1836,Lead Engineer- Innovation Management Platform,ajm softwares,Pune,3-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,Interpersonal skillsOperational excellenceISOComplianceManagement systemsData modelingProject managementAnalytical
1837,Engineer - Firmware DIT,ajm softwares,Pune,5-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,RTOSArchitecturePower electronicsSchedulingSimulinkSensorsTroubleshootingMATLAB
1838,Senior Engineer - Aerospace,ajm softwares,Pune,3-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,simulinkcadansysdfssautocadcatiaelectromechanicaladvanced excel
1839,Production Lead- 3D/Video,ajm softwares,Pune,5-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,Production LeadMS Office suiteOPEXPMPStaffingProject planningScheduling3D Studio Max
1840,Lead Engineer - IP and Technology Intelligence,ajm softwares,Pune,3-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,CounsellorTeam leadingTechnical writingIntellectual propertyManager TechnologyWellnessPower electronicsinnovation management
1841,Engineer - Electromechanical,ajm softwares,Pune,3-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,Electrical engineeringPLMAutomationSwitchgearAutoCADProject managementCADAS400
1842,Senior Firmware Engineer,ajm softwares,Pune,5-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,RTOSC++ArchitecturePower electronicsSchedulingSimulinkTroubleshootingMATLAB
1843,Principal Order Management IT Solution Architect,ajm softwares,Pune,7-11 Yrs,Not disclosed,4 Days Ago,2024-11-24,Order managementERPSAPMultithreadingCodingData structuresOracleInformation technology
1844,Senior Analyst - Accounts Payable,ajm softwares,Pune,5-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,BackendSAP ERPCodingSenior AnalystAnalyticalWellnessEDIContinuous improvement
1845,Sr. Engineer,ajm softwares,Pune,6-9 Yrs,Not disclosed,4 Days Ago,2024-11-24,Change managementSimulationSwitchgearCircuit breakersDFXthermalInstrumentationProduct design
1846,Engineer - Design To Value (Electronics / Power Electronics),ajm softwares,Pune,3-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,PLMEMICostingSAPSimulationCircuit breakersStrategic planningMaterial selection
1847,Finance Lead Analyst - Quality CoE,ajm softwares,Pune,7-9 Yrs,Not disclosed,4 Days Ago,2024-11-24,Finance ManagerManager Internal AuditPayrollUS GAAPFinancial reportingReconciliationGAAPMS Office
1848,"Lead Engineer - Drivers (C++, Java)",ajm softwares,Pune,2-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,TCPComputer scienceC++Software designVersion controlLinuxSNMPWindows
1849,Lead Engineer - Embedded RTOS,ajm softwares,Pune,1-12 Yrs,Not disclosed,4 Days Ago,2024-11-24,RTOSCodingDebuggingAgilePHPCMMIScrumFirmware
1850,Senior Manager - Cloud Operations,ajm softwares,Pune,5-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,Cloud computingAutomationFocusAgileNetwork securityMentorManagementOperations
1851,Assistant Manager- Planning,ajm softwares,Pune,2-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,Supply chainERPProduction planningPackagingMachine shopSchedulingManager Quality ControlRaw material
1852,Senior Analyst -RTR,ajm softwares,Pune,6-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,SAP ERPAnalyticalReconciliationGAAPOracleMS OfficePTPBalance Sheet
1853,Specialist IT Site Connectivity - Security,ajm softwares,Pune,3-10 Yrs,Not disclosed,4 Days Ago,2024-11-24,UnixWirelessLinuxVPNInformation securityAnalyticalLANCCNA
1854,Senior Analyst - Accounting (RTR),ajm softwares,Pune,6-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,internal controlsap erpauditingaccountingdirect taxservice deliverywritingsox
1855,Associate Analyst- Order Manager,ajm softwares,Pune,2-3 Yrs,Not disclosed,4 Days Ago,2024-11-24,Order managementSupply chainSAPProduct serviceBillingPresalesSCMOperations
1856,Market Research Analyst,ajm softwares,Pune,3-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,Relationship managementFinancial statementsExcelAnalyticalProject managementInternet researchMarket researchBusiness intelligence
1857,Senior Analyst- Identity Access Management,ajm softwares,Pune,5-7 Yrs,Not disclosed,4 Days Ago,2024-11-24,AutomationData analysisLDAPWeb developmentJavascriptPHPRubySDLC
1858,Senior Engineer - Automation QA,ajm softwares,Pune,2-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,System architectureAutomationDatabase designDebuggingWindowsTest casesOraclemicrosoft
1859,Analyst - RTR Accounting,ajm softwares,Pune,4-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,internal controlsap erpaccountingdirect taxwritingsoxpowerpointca
1860,Manager- Employee & Labour Relations- India & South Asia,ajm softwares,Pune,3-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,ER managementInterpersonal skillsConflict resolutionRisk assessmentBusiness excellenceGreen field projectsLabourManufacturing operations
1861,Operation Manager,ajm softwares,Pune,2-10 Yrs,Not disclosed,4 Days Ago,2024-11-24,Order managementBusiness processOperational excellencePerformance managementAnalyticalQuality auditCustomer supportCustomer service
1862,Clarity Lead Full Stack Engineer (IT),ajm softwares,Pune,7-10 Yrs,Not disclosed,4 Days Ago,2024-11-24,Software designMultithreadingLinuxProduction supportData structuresWorkflowWindowsInformation technology
1863,Analyst - RTR,ajm softwares,Pune,3-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,RTRSenior AnalystAnalyticalReconciliationMS OfficeOracleContinuous improvementPTP
1864,Lead Designer-Panel and Switchboard,ajm softwares,Pune,3-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,AutomationElectrical designSwitchgearConsultingEthernetSystem designRS485Profibus
1865,Snowflake Data Engineering Expert,ajm softwares,Pune,2-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,Computer scienceProject managementMachine learningSchemaAgileScrumData qualityStored procedures
1866,Lead Engineer (Design For Cost),ajm softwares,Pune,3-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,Supply chainProduct engineeringInterpersonal skillsOperational excellenceManufacturing engineeringDFXCost estimationEngineering Design
1867,Diploma Lead Designer MCC MOL,ajm softwares,Pune,3-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,FabricationAutomationSwitchgearCADManufacturing engineeringDFXProduct designDocument management
1868,Engineer - Electromechanical,ajm softwares,Pune,2-4 Yrs,Not disclosed,4 Days Ago,2024-11-24,PLMProduct managementMCCBSUBCircuit breakersSheet metalSystem designDFSS
1869,Associate Analyst-Order Management,ajm softwares,Pune,2-3 Yrs,Not disclosed,4 Days Ago,2024-11-24,Order managementSupply chainSAPProduct serviceBillingPresalesSCMOperations
1870,Engineer - Mechanical Modeling and Simulation,ajm softwares,Pune,1-3 Yrs,Not disclosed,4 Days Ago,2024-11-24,AbaqusAutomationSimulationAnsysProduct designFinite element analysisMATLABStructural analysis
1871,Engineer,ajm softwares,Pune,3-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,CFDPLMAccessoriesSAPSimulationSwitchgearSheet metalthermal
1872,Engineering Manager,ajm softwares,Pune,7-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,Electrical engineeringPowertrainPower distributionAgileDesign developmentElectronicsProduct designEngineering Design
1873,Senior Generalist- HR,ajm softwares,Pune,1-4 Yrs,Not disclosed,4 Days Ago,2024-11-24,Business administrationChange managementHR processesInterpersonal skillsAerospaceConsultingEmployee engagementHR
1874,System Architect - EDI,ajm softwares,Pune,8-12 Yrs,Not disclosed,4 Days Ago,2024-11-24,AutomationSAPFTPLinuxAnalyticalAgileEDIOracle
1875,Engineer - Aerospace Sensors,ajm softwares,Pune,1-2 Yrs,Not disclosed,4 Days Ago,2024-11-24,CATIAProduct launchMaterial scienceAerospacethermalProduct designSensorsRisk management
1876,Senior Analyst-RTR,ajm softwares,Pune,6-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,erporacleinternal controlsap erpaccountingemeareconciliationtransition
1877,Relaunch - Career Restart For Women,ajm softwares,Pune,1-4 Yrs,Not disclosed,4 Days Ago,2024-11-24,CostingAerospacePumpsSheet metalProject managementCADthermalProduct design
1878,Specialist IT -Full Stack AI Engineer,ajm softwares,Pune,2-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,Front endPowershellAnalyticalMachine learningAutomation toolsmicrosoft azureHTMLTroubleshooting
